name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
Henry Saint John,447,330921979,,civic,,,,"POLYGON ((-76.5003188 42.436257, -76.5003254 42.4363646, -76.5003154 42.4363648, -76.5003274 42.4365672, -76.5003379 42.4365669, -76.5003441 42.4366731, -76.5000441 42.4366828, -76.5000397 42.4366101, -76.4999985 42.4366114, -76.4999825 42.4363397, -76.5000251 42.4363382, -76.5000208 42.4362667, -76.5003188 42.436257))",POINT (-76.5001653 42.4364706),1224.1,13176.3
Ithaca Fire Department Central Station #1,448,330921980,,fire_station,fire_station,,,"POLYGON ((-76.5025342 42.4387082, -76.5027782 42.4387018, -76.5027866 42.43888, -76.5025423 42.438886, -76.5025455 42.4389538, -76.502369 42.4389583, -76.5023137 42.4389602, -76.5023125 42.4389308, -76.5023001 42.4386772, -76.5023562 42.4386759, -76.5023548 42.4386458, -76.5025311 42.4386413, -76.5025342 42.4387082))",POINT (-76.5025142 42.4388),1045.0,11247.9
Uncle Joe's Grill and Sports Bar,449,330921981,,retail,bar,,,"POLYGON ((-76.5020376 42.4388861, -76.5020551 42.4388871, -76.5020551 42.4389008, -76.5020334 42.4389008, -76.5020334 42.4388859, -76.5018539 42.4388914, -76.5018417 42.4386719, -76.5019065 42.4386699, -76.5019058 42.4386575, -76.5019366 42.4386566, -76.5019373 42.4386688, -76.5020251 42.4386662, -76.5020376 42.4388861))",POINT (-76.5019402 42.4387786),375.0,4036.4
Beechtree Center for Rehabilitation & Nursing,450,330921982,,yes,social_facility,,,"POLYGON ((-76.5023689 42.4360351, -76.5023889 42.4364366, -76.5023576 42.4364527, -76.5023678 42.4366523, -76.5022782 42.4366541, -76.5022579 42.4366323, -76.5021912 42.4366336, -76.5021881 42.4365119, -76.5020631 42.436515, -76.5020545 42.4363711, -76.5021466 42.4363693, -76.5021471 42.4363536, -76.5022099 42.4363535, -76.5021954 42.4361019, -76.5019616 42.4361082, -76.5019566 42.4359553, -76.5018326 42.4359576, -76.5018233 42.4356734, -76.5023584 42.4356637, -76.5023683 42.4359659, -76.5022778 42.4359675, -76.50228 42.436037, -76.5023689 42.4360351))",POINT (-76.5021629 42.4360539),2963.9,31902.6
Pritchard Automotive,451,330921983,,commercial,,,,"POLYGON ((-76.4995356 42.4363665, -76.4995472 42.4366225, -76.4992088 42.436631, -76.499214 42.4367445, -76.4991318 42.4367466, -76.4991073 42.4367153, -76.4991035 42.4366336, -76.4990001 42.4366362, -76.4989932 42.4364861, -76.4993093 42.4364784, -76.4993045 42.436373, -76.4992959 42.4361883, -76.4995273 42.4361825, -76.4995356 42.4363665))",POINT (-76.499324 42.4364705),1469.4,15816.5
Pi Kappa Alpha,452,330925770,,residential,,,,"POLYGON ((-76.4885122 42.4444789, -76.488517 42.4445597, -76.4882877 42.4445665, -76.4882796 42.4444223, -76.4883632 42.4444198, -76.4883628 42.4444111, -76.4883838 42.4444104, -76.4883843 42.444419, -76.4883921 42.4444188, -76.4883924 42.4444239, -76.4884269 42.4444228, -76.4884441 42.4444097, -76.4884563 42.4444093, -76.4884727 42.4444093, -76.4884892 42.4444213, -76.4884903 42.4444395, -76.4884927 42.4444398, -76.4884948 42.4444401, -76.4884971 42.4444405, -76.4884991 42.4444412, -76.4885012 42.4444417, -76.4885033 42.4444426, -76.4885052 42.4444435, -76.488507 42.4444444, -76.4885088 42.4444454, -76.4885105 42.4444467, -76.4885118 42.4444479, -76.4885132 42.4444492, -76.4885146 42.4444507, -76.4885158 42.444452, -76.4885167 42.4444535, -76.4885176 42.4444551, -76.4885183 42.4444566, -76.488519 42.4444583, -76.4885195 42.4444599, -76.4885197 42.4444617, -76.4885197 42.4444634, -76.4885197 42.4444651, -76.4885195 42.4444666, -76.4885192 42.444468, -76.4885188 42.4444695, -76.4885181 42.4444712, -76.4885174 42.4444727, -76.4885165 42.4444743, -76.4885153 42.4444757, -76.4885144 42.4444769, -76.4885122 42.4444789))",POINT (-76.4883975 42.4444911),301.7,3247.6
The Boatyard Grill,453,331165605,,retail,restaurant,,,"POLYGON ((-76.5123577 42.445731, -76.5123579 42.4458121, -76.5123414 42.4458121, -76.5123416 42.4459183, -76.512376 42.4459183, -76.5123761 42.4459635, -76.5123852 42.4459635, -76.5123852 42.4460325, -76.5125614 42.4460324, -76.5125614 42.4460176, -76.5126247 42.4460629, -76.5126844 42.4460174, -76.5126836 42.4458154, -76.5126993 42.4458154, -76.5126989 42.4457171, -76.5126337 42.4457172, -76.5126337 42.4457048, -76.5125539 42.4457049, -76.512554 42.4457308, -76.5123577 42.445731))",POINT (-76.5125279 42.4458743),936.8,10084.0
,454,331671325,,yes,,,,"POLYGON ((-76.4661071 42.4378192, -76.4661897 42.4380628, -76.4658623 42.4381349, -76.4656693 42.4376572, -76.4660116 42.4375819, -76.4661071 42.4378192))",POINT (-76.4659343 42.4378571),1607.3,17301.1
Dunkin' Donuts,455,331671470,,yes,,,,"POLYGON ((-76.4657346 42.4372179, -76.4656825 42.4370608, -76.4653718 42.4371169, -76.4654239 42.437274, -76.4657346 42.4372179))",POINT (-76.4655532 42.4371674),472.5,5085.6
Ithaca Marriott Downtown on the Commons,456,335162905,,hotel,,,,"POLYGON ((-76.4956757 42.4388073, -76.4956757 42.4388468, -76.4954366 42.4389143, -76.4955565 42.4391064, -76.4956254 42.4392002, -76.4957658 42.4391956, -76.4957213 42.4388052, -76.4956757 42.4388073))",POINT (-76.4956333 42.4390115),702.9,7565.8
,457,335423787,,,parking,,,"POLYGON ((-76.5075197 42.4297342, -76.5057515 42.4297938, -76.5056068 42.4296662, -76.5070549 42.428913, -76.5072405 42.4290637, -76.5072841 42.4291389, -76.5073059 42.4292145, -76.5076593 42.429205, -76.5076772 42.429463, -76.5076631 42.4294866, -76.5076209 42.4295027, -76.5075607 42.4295084, -76.5075594 42.4295594, -76.507393 42.4295632, -76.5073891 42.4295235, -76.5073776 42.4295178, -76.5073481 42.4295244, -76.5073251 42.4295424, -76.5073302 42.4295575, -76.507343 42.4295764, -76.5073597 42.4295849, -76.5073949 42.4295911, -76.507515 42.4295911, -76.5075197 42.4297342))",POINT (-76.5067736 42.4294559),9355.1,100697.7
,458,335423790,,,parking,,,"POLYGON ((-76.5074623 42.4289004, -76.5072151 42.4287828, -76.5073065 42.4286919, -76.507321 42.4286972, -76.5073482 42.4286658, -76.5076886 42.4288195, -76.5076542 42.428859, -76.5074623 42.4289004))",POINT (-76.5074418 42.4287935),520.0,5597.0
,459,335433851,,,parking,,,"POLYGON ((-76.5055858 42.4323298, -76.5042642 42.4323101, -76.504266 42.4322342, -76.5041687 42.4322333, -76.5041614 42.4319539, -76.5048755 42.4319406, -76.5048769 42.4319551, -76.5049544 42.4319542, -76.5049661 42.432154, -76.5055162 42.4321645, -76.5055155 42.4322157, -76.5055858 42.432221, -76.5055858 42.4323298))",POINT (-76.5047537 42.4321579),3503.4,37710.7
,460,335433852,,apartments,,,,"POLYGON ((-76.50484 42.4316863, -76.5051703 42.4316766, -76.5051797 42.4318503, -76.505075 42.4318535, -76.5050759 42.4318696, -76.5049882 42.4318722, -76.5049568 42.4318455, -76.5048539 42.4318485, -76.5048471 42.431724, -76.5048231 42.4317248, -76.504821 42.4316868, -76.50484 42.4316863))",POINT (-76.5050122 42.431768),528.2,5685.4
,461,335433853,,apartments,,,,"POLYGON ((-76.5053469 42.4319328, -76.5054963 42.4319282, -76.5054953 42.4319101, -76.5055888 42.4319073, -76.5055803 42.4317552, -76.5054993 42.4317576, -76.5054983 42.43174, -76.5053043 42.4317459, -76.5053055 42.4317686, -76.5052171 42.4317713, -76.5052221 42.4318618, -76.5052404 42.4318612, -76.5052446 42.4319359, -76.5053469 42.4319328))",POINT (-76.5054042 42.431838),565.3,6085.2
,462,335433854,,apartments,,,,"POLYGON ((-76.5049968 42.4320257, -76.505088 42.4320229, -76.5050888 42.4320386, -76.5052661 42.4320332, -76.5052647 42.4320091, -76.5053616 42.4320062, -76.5053469 42.4319328, -76.5052446 42.4319359, -76.5052404 42.4318612, -76.5052221 42.4318618, -76.5051797 42.4318503, -76.505075 42.4318535, -76.5050759 42.4318696, -76.5049882 42.4318722, -76.5049968 42.4320257))",POINT (-76.5051511 42.4319503),473.2,5093.5
Church of the Immaculate Conception,463,337107556,,church,place_of_worship,,,"POLYGON ((-76.5006082 42.4402637, -76.500598 42.4400693, -76.5002734 42.4400786, -76.5002726 42.4400639, -76.50012 42.4400683, -76.5001207 42.4400819, -76.5000218 42.4400847, -76.500032 42.4402776, -76.5001189 42.4402752, -76.5001194 42.4402846, -76.5002861 42.4402799, -76.5002857 42.440273, -76.5006082 42.4402637))",POINT (-76.5003119 42.4401735),1054.4,11349.3
Biserica Ortodoxă Greacă „Sfânta Ecaterina” Ithaca NY,464,337108619,,church,place_of_worship,,,"POLYGON ((-76.500673 42.4407356, -76.5006612 42.4404702, -76.5006549 42.4404569, -76.5006408 42.4404453, -76.5006266 42.4404436, -76.5003589 42.44045, -76.5003715 42.4407414, -76.500673 42.4407356))",POINT (-76.5005156 42.4405929),802.2,8635.3
Saint John's Episcopal Church,465,337108706,,church,place_of_worship,,,"POLYGON ((-76.4997151 42.4411955, -76.499714 42.4411655, -76.4997587 42.4411647, -76.4997558 42.4410789, -76.4997354 42.4410792, -76.4997342 42.4410416, -76.4997175 42.4410419, -76.4996377 42.4410434, -76.4996381 42.4410557, -76.4992426 42.441063, -76.4992474 42.4412042, -76.4997151 42.4411955))",POINT (-76.499498 42.441127),654.8,7047.9
,466,339194112,,greenhouse,,,,"POLYGON ((-76.4765584 42.4480339, -76.4762144 42.4480374, -76.4762111 42.4477922, -76.4765635 42.4477905, -76.4765584 42.4480339))",POINT (-76.4763866 42.447913),776.7,8360.5
,467,339567555,,,parking,,,"POLYGON ((-76.4854406 42.4583145, -76.4853589 42.4579989, -76.4853084 42.4579443, -76.485285 42.4578209, -76.4847832 42.4578812, -76.4848494 42.4579788, -76.4849116 42.4582514, -76.4849583 42.4583691, -76.4854406 42.4583145))",POINT (-76.4851243 42.4580972),2264.0,24369.7
Ithaca Beer Co.,468,341498270,,yes,,,,"POLYGON ((-76.5358251 42.4169458, -76.5350739 42.4173416, -76.5348667 42.4171273, -76.5352715 42.416914, -76.53491 42.4165401, -76.535182 42.4163968, -76.5352564 42.4163575, -76.5358251 42.4169458))",POINT (-76.5353094 42.4168579),4006.2,43121.8
South Hill Elementary School,469,343597847,,,school,,,"POLYGON ((-76.4931846 42.4341613, -76.4932504 42.4341562, -76.4944956 42.4340594, -76.4945396 42.4336472, -76.4948248 42.4331916, -76.4935814 42.433248, -76.4935697 42.4331244, -76.4930024 42.4331482, -76.492973 42.4335626, -76.492535 42.4336363, -76.4917708 42.4336385, -76.4919618 42.4342004, -76.4925879 42.4341895, -76.4926438 42.434439, -76.4932551 42.434413, -76.4931846 42.4341613))",POINT (-76.4933355 42.4337561),20806.5,223959.2
,470,343597848,,school,,,,"POLYGON ((-76.4930076 42.4339809, -76.4930134 42.4340789, -76.4930686 42.4340771, -76.4930874 42.4343912, -76.4929217 42.4343966, -76.4929184 42.434342, -76.4927177 42.4343486, -76.4927152 42.434307, -76.4926585 42.4343089, -76.4926509 42.4341826, -76.4927164 42.4341805, -76.4927139 42.434138, -76.4928031 42.4341351, -76.4928004 42.4340907, -76.4928516 42.434089, -76.4928493 42.4340506, -76.4925393 42.4340607, -76.4925376 42.4340311, -76.4923259 42.434038, -76.492318 42.4339058, -76.4923359 42.4339052, -76.492333 42.4338562, -76.492842 42.4338396, -76.4934859 42.4335285, -76.493502 42.4335524, -76.4935461 42.4335318, -76.493649 42.4336663, -76.4930076 42.4339809))",POINT (-76.4929503 42.4339559),3485.0,37512.4
660 Stewart Coop,471,343979318,,house,,,,"POLYGON ((-76.4912868 42.4483184, -76.4910497 42.4483158, -76.4910461 42.4486344, -76.4912939 42.4486292, -76.4912868 42.4483184))",POINT (-76.4911686 42.4484756),696.7,7499.3
,472,344177190,,,parking,,,"POLYGON ((-76.5037615 42.4620804, -76.5034165 42.4622057, -76.5034076 42.462193, -76.5033871 42.4621995, -76.5031956 42.4619356, -76.5035637 42.4617972, -76.5037615 42.4620804))",POINT (-76.5034797 42.4620055),1181.0,12712.4
,473,344177191,,roof,shelter,,,"POLYGON ((-76.5048816 42.4613938, -76.5047526 42.4614402, -76.5046859 42.461339, -76.5048149 42.4612927, -76.5048816 42.4613938))",POINT (-76.5047837 42.4613664),147.3,1586.0
Academic Surge Facility A,474,346053269,,university,,,,"POLYGON ((-76.4785772 42.448394, -76.4782541 42.4483958, -76.4781012 42.4483966, -76.4780994 42.4482195, -76.4785754 42.4482169, -76.4785772 42.448394))",POINT (-76.4783383 42.4483068),769.9,8286.7
Academic Surge Facility B,475,346053270,,university,,,,"POLYGON ((-76.4781007 42.4481536, -76.4785688 42.4481522, -76.4785679 42.447985, -76.4780998 42.4479863, -76.4781001 42.4480329, -76.4781007 42.4481536))",POINT (-76.4783343 42.4480693),714.8,7694.5
Sunset Grill,476,350406318,,,restaurant,,,"POLYGON ((-76.4971849 42.4290882, -76.4973087 42.4291243, -76.4974201 42.4289155, -76.4972963 42.4288794, -76.4971849 42.4290882))",POINT (-76.4973025 42.4290018),272.8,2936.8
Stewart Little Co-op,477,365608232,,residential,,,,"POLYGON ((-76.4893352 42.4413834, -76.4891757 42.4413863, -76.4891747 42.4413583, -76.4890995 42.4413596, -76.4890962 42.4412623, -76.489331 42.441258, -76.4893352 42.4413834))",POINT (-76.4892217 42.441319),249.7,2687.9
,478,372529866,,retail,,,,"POLYGON ((-76.5121685 42.4307441, -76.5118419 42.4307539, -76.5118458 42.430825, -76.5118616 42.4308246, -76.5118808 42.4311749, -76.5121109 42.431168, -76.5121113 42.4311761, -76.5121911 42.4311737, -76.5121856 42.4310721, -76.512177 42.4310723, -76.5121655 42.4308634, -76.5121751 42.4308631, -76.5121685 42.4307441))",POINT (-76.5120214 42.4309588),1195.7,12870.6
First Unitarian Society of Ithaca,479,373012696,,church,place_of_worship,,,"POLYGON ((-76.4958652 42.4414986, -76.4962089 42.4414819, -76.4962313 42.4417378, -76.4962325 42.4417482, -76.4962355 42.4417759, -76.495943 42.441781, -76.49594 42.4417133, -76.4960626 42.4417104, -76.4960609 42.4416714, -76.4959545 42.4416739, -76.4959038 42.4416751, -76.4959023 42.4416399, -76.4958714 42.4416406, -76.4958652 42.4414986))",POINT (-76.4960633 42.4416248),808.8,8706.2
,480,373012703,,yes,,,,"POLYGON ((-76.4970544 42.4417384, -76.4970604 42.4418777, -76.4973259 42.4418712, -76.4973199 42.4417319, -76.4970544 42.4417384))",POINT (-76.4971901 42.4418048),338.1,3639.2
,481,373716123,,yes,,,,"POLYGON ((-76.5100527 42.444823, -76.5098945 42.4448458, -76.5098379 42.4446304, -76.5099925 42.4446068, -76.5100527 42.444823))",POINT (-76.5099446 42.4447269),320.6,3450.6
,482,374715201,,,parking,,,"POLYGON ((-76.5105712 42.4423595, -76.5103478 42.442366, -76.5103859 42.4430794, -76.5106092 42.4430729, -76.5105712 42.4423595))",POINT (-76.5104785 42.4427194),1457.3,15686.3
,483,376003529,,retail,,,,"POLYGON ((-76.4773786 42.4795686, -76.4781015 42.4795562, -76.4780956 42.4793726, -76.4773728 42.4793851, -76.4773786 42.4795686))",POINT (-76.4777372 42.4794706),1211.6,13041.2
,484,376003537,,yes,,,,"POLYGON ((-76.4770356 42.4793988, -76.4765765 42.4794224, -76.4766281 42.4799698, -76.4770872 42.4799462, -76.4770356 42.4793988))",POINT (-76.4768318 42.4796843),2304.7,24807.7
BJ's Wholesale Club,485,376082303,,yes,,,,"POLYGON ((-76.4931372 42.4861087, -76.4922352 42.4861302, -76.4922366 42.4861634, -76.4921694 42.4861651, -76.4921819 42.4864499, -76.4922644 42.4864479, -76.4922791 42.4867808, -76.4921656 42.4867836, -76.4921787 42.4870808, -76.4926832 42.4870687, -76.4926893 42.487208, -76.4928829 42.4872033, -76.4928768 42.4870625, -76.4931787 42.4870553, -76.4931372 42.4861087))",POINT (-76.4926859 42.4866137),8449.8,90952.9
,486,376083297,,yes,,,,"POLYGON ((-76.511342 42.4401049, -76.5113564 42.4404254, -76.5116176 42.440419, -76.5116032 42.4400986, -76.511342 42.4401049))",POINT (-76.5114798 42.440262),765.2,8236.7
,487,376083298,,yes,,,,"POLYGON ((-76.5087489 42.4441848, -76.5087261 42.4436578, -76.5089596 42.4436523, -76.5089638 42.4437498, -76.5090542 42.4437477, -76.5090611 42.4439088, -76.5089499 42.4439114, -76.5089615 42.4441798, -76.5087489 42.4441848))",POINT (-76.5088669 42.4439033),1206.6,12988.0
,488,376838967,,apartments,,,,"POLYGON ((-76.4941991 42.4391045, -76.4938143 42.4390707, -76.4938387 42.4389193, -76.4942235 42.4389531, -76.4941991 42.4391045))",POINT (-76.4940189 42.4390119),539.6,5807.9
Llenroc,489,377552894,,house,,,,"POLYGON ((-76.4915934 42.4467696, -76.491591 42.4467093, -76.4917416 42.4467056, -76.4917392 42.4466584, -76.4917338 42.4466247, -76.4918142 42.4466209, -76.4918157 42.4466573, -76.4918518 42.4466565, -76.4918502 42.4466158, -76.4919852 42.4466128, -76.4919865 42.4466457, -76.4920249 42.4466449, -76.4920305 42.4467816, -76.4917994 42.4467867, -76.4917974 42.4467361, -76.4916583 42.4467392, -76.4916595 42.4467681, -76.4915934 42.4467696))",POINT (-76.4918587 42.4467051),450.6,4850.2
Stocking Hall,490,380680041,,university,,,,"POLYGON ((-76.4714741 42.4470439, -76.471474 42.4470419, -76.4715004 42.4470443, -76.4714992 42.4469071, -76.4717529 42.4469074, -76.4717506 42.4471622, -76.4717486 42.4473888, -76.4714993 42.4473876, -76.4715002 42.4472891, -76.4714777 42.4472906, -76.4714777 42.4472916, -76.471465 42.4472915, -76.4714649 42.4473041, -76.4714649 42.4473348, -76.4713992 42.4473347, -76.4713993 42.447304, -76.4712184 42.4473039, -76.4712183 42.4473132, -76.4707904 42.4473128, -76.4707904 42.4473344, -76.4707492 42.4473343, -76.4707493 42.4473087, -76.4707443 42.4473087, -76.4707185 42.4473086, -76.4707183 42.447378, -76.4706787 42.4473779, -76.4706787 42.4473937, -76.4700348 42.4473934, -76.4700348 42.4473628, -76.4700044 42.4473628, -76.470005 42.4470363, -76.4701424 42.4470364, -76.4701425 42.4469728, -76.4701413 42.4469511, -76.4701417 42.4469483, -76.4701427 42.4469455, -76.4701443 42.4469429, -76.4701465 42.4469405, -76.4701493 42.4469385, -76.4701525 42.4469369, -76.470156 42.4469357, -76.4701597 42.4469349, -76.4701636 42.4469347, -76.4703757 42.4469349, -76.4703757 42.4469426, -76.4704198 42.4469432, -76.4704237 42.4469434, -76.4704274 42.4469441, -76.4704309 42.4469453, -76.470434 42.446947, -76.4704367 42.446949, -76.470439 42.4469513, -76.4704406 42.4469538, -76.4704417 42.4469566, -76.470442 42.4469594, -76.470442 42.4469708, -76.4705288 42.4469709, -76.4705288 42.4469533, -76.4705304 42.4469494, -76.4705517 42.4469495, -76.4705519 42.4468434, -76.4705023 42.4468433, -76.4705024 42.4467967, -76.4706802 42.4467968, -76.47068 42.4469196, -76.47068 42.4469532, -76.4713785 42.4469539, -76.4713784 42.4470438, -76.4714123 42.4470438, -76.4714124 42.4470223, -76.4714535 42.4470223, -76.4714535 42.4470439, -76.4714741 42.4470439))",POINT (-76.4708618 42.4471476),6559.0,70600.0
The Foundry,491,380680092,,university,,,,"POLYGON ((-76.4839007 42.45157, -76.4838933 42.4514509, -76.4831754 42.4514755, -76.4831829 42.4515946, -76.4839007 42.45157))",POINT (-76.4835381 42.4515227),782.3,8420.6
Kinney Drugs,492,380680209,,commercial,,,,"POLYGON ((-76.4991669 42.445651, -76.4987543 42.4456693, -76.4987485 42.4455987, -76.4987795 42.4455973, -76.4987757 42.44555, -76.4991573 42.4455331, -76.4991669 42.445651))",POINT (-76.4989618 42.445602),432.4,4654.8
Northside Laundry,493,380680210,,commercial,,,,"POLYGON ((-76.4989858 42.4459624, -76.4989825 42.4459029, -76.4990846 42.4459004, -76.4990763 42.4458008, -76.4991193 42.4458001, -76.4991164 42.4457024, -76.4989245 42.4457055, -76.4989261 42.4457601, -76.4988712 42.445761, -76.4988723 42.4457999, -76.4989767 42.4457983, -76.4989781 42.4458433, -76.4988637 42.4458452, -76.4988712 42.4459681, -76.4989858 42.4459624))",POINT (-76.4989879 42.4458236),408.7,4399.5
Rice Hall,494,380680274,,university,,,,"POLYGON ((-76.4743401 42.447786, -76.4742267 42.447786, -76.4742267 42.4477761, -76.4739376 42.447776, -76.4739376 42.4477853, -76.4738246 42.4477853, -76.4738245 42.4479273, -76.4739414 42.4479273, -76.4739414 42.4479517, -76.4742261 42.4479517, -76.4742261 42.4479292, -76.47434 42.4479292, -76.4743401 42.447786))",POINT (-76.4740827 42.4478611),757.5,8153.7
Noyes Community Recreation Center,495,380680327,,university,,sports_centre,,"POLYGON ((-76.4881848 42.4462834, -76.4881874 42.4463448, -76.4882357 42.4463468, -76.488276 42.4466625, -76.4878254 42.4465982, -76.4877932 42.4464379, -76.4877932 42.4462934, -76.4881848 42.4462834))",POINT (-76.4880317 42.4464626),1369.0,14735.7
Riley-Robb Hall,496,380680395,,university,,,,"POLYGON ((-76.4708659 42.4462912, -76.470866 42.4461485, -76.4715234 42.4461489, -76.4715236 42.445988, -76.4708329 42.4459875, -76.4708328 42.4461063, -76.4705857 42.4461061, -76.4705863 42.4456356, -76.4708609 42.4456358, -76.4708608 42.4456675, -76.4715251 42.4456679, -76.4715249 42.4458199, -76.4715249 42.4458385, -76.4717876 42.4458387, -76.471787 42.4462918, -76.4708659 42.4462912))",POINT (-76.4711853 42.4459547),5037.9,54227.1
